Run Fitness1 Solution1 Fitness2 Solution2
1 4487460.0 028004000020019009 2685400.0 028001000020019009
1 2685400.0 028001000020019009 95.6993 003000001018004006
1 95.6993 003000001018004006 32101100.0 028006001022022000
1 32101100.0 028006001022022000 32101100.0 028006001022022000
1 32101100.0 028006001022022000 95.6993 003000001018004006
1 95.6993 003000001018004006 16236.4 028004002000011003
1 16236.4 028004002000011003 16.9602 028004002000011016
1 16.9602 028004002000011016 95.6993 003000001018004006
1 95.6993 003000001018004006 32386.6 006001001013020001
1 32386.6 006001001013020001 168.49 006001001015020001
1 168.49 006001001015020001 16.9602 028004002000011016
1 16.9602 028004002000011016 1368.38 018001000019011009
1 1368.38 018001000019011009 80.0664 018001000011011009
1 80.0664 018001000011011009 16.9602 028004002000011016
1 16.9602 028004002000011016 37683800.0 008002000002014003
1 37683800.0 008002000002014003 6105.44 008000000002014003
1 6105.44 008000000002014003 16.9602 028004002000011016
1 16.9602 028004002000011016 855514.0 003004000007014007
1 855514.0 003004000007014007 523845.0 004004000007014007
1 523845.0 004004000007014007 16.9602 028004002000011016
1 16.9602 028004002000011016 242336.0 001002002009007000
1 242336.0 001002002009007000 17443.8 001002002020007000
1 17443.8 001002002020007000 16.9602 028004002000011016
1 16.9602 028004002000011016 268949.0 018000000021008009
1 268949.0 018000000021008009 641.589 011000000021008009
1 641.589 011000000021008009 16.9602 028004002000011016
1 16.9602 028004002000011016 310221.0 004005001005022016
1 310221.0 004005001005022016 30287.6 004005001005022001
1 30287.6 004005001005022001 16.9602 028004002000011016
1 16.9602 028004002000011016 917544.0 004001002012022002
1 917544.0 004001002012022002 914430.0 004001002012022007
1 914430.0 004001002012022007 16.9602 028004002000011016
1 16.9602 028004002000011016 7325350.0 016002001007012009
1 7325350.0 016002001007012009 957419.0 016002000007012009
1 957419.0 016002000007012009 16.9602 028004002000011016
1 16.9602 028004002000011016 71045200.0 006006000005020007
1 71045200.0 006006000005020007 9312.19 006006000005020010
1 9312.19 006006000005020010 16.9602 028004002000011016
1 16.9602 028004002000011016 15848.2 006004002020017009
1 15848.2 006004002020017009 16.9602 028004002000011016
1 16.9602 028004002000011016 80.0664 018001000011011009
1 80.0664 018001000011011009 82.1574 001001002012002005
1 82.1574 001001002012002005 16.9602 028004002000011016
1 16.9602 028004002000011016 80.0664 018001000011011009
1 80.0664 018001000011011009 140765.05 004000002003019010
1 140765.05 004000002003019010 140765.05 004000002003019010
1 140765.05 004000002003019010 16.9602 028004002000011016
1 16.9602 028004002000011016 671.028 025006002012020009
1 671.028 025006002012020009 16.9602 028004002000011016
1 16.9602 028004002000011016 80.0664 018001000011011009
1 80.0664 018001000011011009 16996.4 005006001012013007
1 16996.4 005006001012013007 16996.4 005006001012013007
1 16996.4 005006001012013007 16.9602 028004002000011016
1 16.9602 028004002000011016 1445650000.0 028006001001017007
1 1445650000.0 028006001001017007 123907000.0 028006001001017015
1 123907000.0 028006001001017015 16.9602 028004002000011016
1 16.9602 028004002000011016 6476870.25 024004001021022000
1 6476870.25 024004001021022000 6476870.25 024004001021022000
1 6476870.25 024004001021022000 16.9602 028004002000011016
1 16.9602 028004002000011016 2769590.0 004006002004022004
1 2769590.0 004006002004022004 28756.7 004006002003022004
1 28756.7 004006002003022004 16.9602 028004002000011016
1 16.9602 028004002000011016 14099300000.0 018006000002014007
1 14099300000.0 018006000002014007 85409.2 010006000002014007
1 85409.2 010006000002014007 16.9602 028004002000011016
1 16.9602 028004002000011016 13176.8 014003001010008007
1 13176.8 014003001010008007 95.7811 014003001010008013
1 95.7811 014003001010008013 16.9602 028004002000011016
1 16.9602 028004002000011016 1975550.0 005002000003013005
1 1975550.0 005002000003013005 55213.4 005002000003000005
1 55213.4 005002000003000005 16.9602 028004002000011016
1 16.9602 028004002000011016 110542.135 001005001012011009
1 110542.135 001005001012011009 110542.135 001005001012011009
1 110542.135 001005001012011009 16.9602 028004002000011016
1 16.9602 028004002000011016 2457040000.0 010003002003012009
1 2457040000.0 010003002003012009 37101.1 018003002003012009
1 37101.1 018003002003012009 16.9602 028004002000011016
1 16.9602 028004002000011016 456396.0 010004002012013007
1 456396.0 010004002012013007 22408.7 012004002012013007
1 22408.7 012004002012013007 16.9602 028004002000011016
1 16.9602 028004002000011016 6345470.0 011004001012009003
1 6345470.0 011004001012009003 24172.0 011004002012009003
1 24172.0 011004002012009003 16.9602 028004002000011016
1 16.9602 028004002000011016 657086000.0 004006002003022001
1 657086000.0 004006002003022001 583616000.0 031006002003022001
1 583616000.0 031006002003022001 16.9602 028004002000011016
1 16.9602 028004002000011016 30104.3 025006000005019008
1 30104.3 025006000005019008 24285.5 021006000005019008
1 24285.5 021006000005019008 16.9602 028004002000011016
1 16.9602 028004002000011016 854207.0 004000002021024004
1 854207.0 004000002021024004 642548.0 004000002021024001
1 642548.0 004000002021024001 16.9602 028004002000011016
1 16.9602 028004002000011016 1397770000.0 011002001002011009
1 1397770000.0 011002001002011009 4264340.0 008002001002011009
1 4264340.0 008002001002011009 16.9602 028004002000011016
1 16.9602 028004002000011016 16858.6 010006001024014003
1 16858.6 010006001024014003 16858.6 010006001024014003
1 16858.6 010006001024014003 16.9602 028004002000011016
1 16.9602 028004002000011016 58601.7 005006000003011000
1 58601.7 005006000003011000 53652.4 005006000003011001
1 53652.4 005006000003011001 16.9602 028004002000011016
1 16.9602 028004002000011016 74298.7 024006001010008004
1 74298.7 024006001010008004 16.9602 028004002000011016
1 16.9602 028004002000011016 80.0664 018001000011011009
1 80.0664 018001000011011009 3891600000.0 025004002024011003
1 3891600000.0 025004002024011003 101877000.0 025004002019011003
1 101877000.0 025004002019011003 16.9602 028004002000011016
1 16.9602 028004002000011016 248941000.0 020006002010009001
1 248941000.0 020006002010009001 89662600.0 020006002010009018
1 89662600.0 020006002010009018 16.9602 028004002000011016
1 16.9602 028004002000011016 18018.1 001006001012013009
1 18018.1 001006001012013009 16.9602 028004002000011016
1 16.9602 028004002000011016 80.0664 018001000011011009
1 80.0664 018001000011011009 41445800.0 024001001012020000
1 41445800.0 024001001012020000 1290900.0 024001001012020016
1 1290900.0 024001001012020016 16.9602 028004002000011016
1 16.9602 028004002000011016 184151.0 001005001012012009
1 184151.0 001005001012012009 184151.0 001005001012012009
1 184151.0 001005001012012009 16.9602 028004002000011016
1 16.9602 028004002000011016 37744300.0 026001000012009003
1 37744300.0 026001000012009003 7877090.0 008001000012009003
1 7877090.0 008001000012009003 16.9602 028004002000011016
1 16.9602 028004002000011016 75098300.0 018002001003007003
1 75098300.0 018002001003007003 66939.5 018006001003007003
1 66939.5 018006001003007003 16.9602 028004002000011016
1 16.9602 028004002000011016 37044.6 006006000005017009
1 37044.6 006006000005017009 21777.5 026006000005017009
1 21777.5 026006000005017009 16.9602 028004002000011016
1 16.9602 028004002000011016 20982500.0 024006002021013009
1 20982500.0 024006002021013009 21204.0 024006002021013010
1 21204.0 024006002021013010 16.9602 028004002000011016
