Run Fitness1 Solution1 Fitness2 Solution2
1 1216.482 001003002017000000 1216.482 001003002017000000
1 1216.482 001003002017000000 413.967 012005000017007018
1 413.967 012005000017007018 232.317 004001002017002000
1 232.317 004001002017002000 413.967 012005000017007018
1 413.967 012005000017007018 672.712 004001001015002009
1 672.712 004001001015002009 3263.7 001005002010002014
1 3263.7 001005002010002014 287.704 001005002010002006
1 287.704 001005002010002006 232.317 004001002017002000
1 232.317 004001002017002000 1803.38 001001000015000010
1 1803.38 001001000015000010 663.392 001001000014000010
1 663.392 001001000014000010 232.317 004001002017002000
1 232.317 004001002017002000 3997.5965 004001000017002010
1 3997.5965 004001000017002010 374.178 004001000017002017
1 374.178 004001000017002017 232.317 004001002017002000
1 232.317 004001002017002000 268.774 004001002010000006
1 268.774 004001002010000006 268.774 004001002010000006
1 268.774 004001002010000006 232.317 004001002017002000
1 232.317 004001002017002000 118.91925 004005002017000010
1 118.91925 004005002017000010 232.317 004001002017002000
1 232.317 004001002017002000 287.704 001005002010002006
1 287.704 001005002010002006 981.339 004005002017002000
1 981.339 004005002017002000 592.106 004005002017003000
1 592.106 004005002017003000 118.91925 004005002017000010
1 118.91925 004005002017000010 387.318 004005000014000010
1 387.318 004005000014000010 118.91925 004005002017000010
1 118.91925 004005002017000010 232.317 004001002017002000
1 232.317 004001002017002000 1723630.0 012005002017002010
1 1723630.0 012005002017002010 22693.2 012000002017002010
1 22693.2 012000002017002010 118.91925 004005002017000010
1 118.91925 004005002017000010 342.29 012005000017002010
1 342.29 012005000017002010 331.836 012005001017002010
1 331.836 012005001017002010 118.91925 004005002017000010
1 118.91925 004005002017000010 37295.3 004005002017002010
1 37295.3 004005002017002010 494.084 004005002017013010
1 494.084 004005002017013010 118.91925 004005002017000010
1 118.91925 004005002017000010 1665.31 012001000010002017
1 1665.31 012001000010002017 731.626 012001002010002017
1 731.626 012001002010002017 118.91925 004005002017000010
1 118.91925 004005002017000010 1998.98 004001001010002010
1 1998.98 004001001010002010 338.15 004001001018002010
1 338.15 004001001018002010 118.91925 004005002017000010
1 118.91925 004005002017000010 30130.417 012001000010007017
1 30130.417 012001000010007017 30130.417 012001000010007017
1 30130.417 012001000010007017 118.91925 004005002017000010
1 118.91925 004005002017000010 3997.5965 004001000017002010
1 3997.5965 004001000017002010 118.91925 004005002017000010
1 118.91925 004005002017000010 338.15 004001001018002010
1 338.15 004001001018002010 161.247 012001001017002010
1 161.247 012001001017002010 161.247 012001001017002010
1 161.247 012001001017002010 118.91925 004005002017000010
1 118.91925 004005002017000010 8499.682 004005001018002010
1 8499.682 004005001018002010 1681.0 004005000018002010
1 1681.0 004005000018002010 118.91925 004005002017000010
1 118.91925 004005002017000010 635.087 012001002010002010
1 635.087 012001002010002010 439.807 012001002010002013
1 439.807 012001002010002013 118.91925 004005002017000010
1 118.91925 004005002017000010 252.914 004001000010002010
1 252.914 004001000010002010 118.91925 004005002017000010
1 118.91925 004005002017000010 161.247 012001001017002010
1 161.247 012001001017002010 928.368 012005001010000010
1 928.368 012005001010000010 793.827 019005001010000010
1 793.827 019005001010000010 252.914 004001000010002010
1 252.914 004001000010002010 374.178 004001000017002017
1 374.178 004001000017002017 211.082 004002000017002017
1 211.082 004002000017002017 252.914 004001000010002010
1 252.914 004001000010002010 6075.929999999999 004001001010002000
1 6075.929999999999 004001001010002000 54710817.539 004001000010002000
1 54710817.539 004001000010002000 252.914 004001000010002010
