Run Fitness1 Solution1 Fitness2 Solution2
1 422452000.0 020006001021001006 96.6178 020001001021001006
1 96.6178 020001001021001006 7.20659 029001000025018008
1 7.20659 029001000025018008 131.576 008000002009022004
1 131.576 008000002009022004 131.576 008000002009022004
1 131.576 008000002009022004 7.20659 029001000025018008
1 7.20659 029001000025018008 1589310000.0 023005001012011001
1 1589310000.0 023005001012011001 3634.11 023005000012011001
1 3634.11 023005000012011001 7.20659 029001000025018008
1 7.20659 029001000025018008 14429500000000.0 014006002019017002
1 14429500000000.0 014006002019017002 6662800000.0 014006002017017002
1 6662800000.0 014006002017017002 7.20659 029001000025018008
1 7.20659 029001000025018008 124656.0 015005001009015018
1 124656.0 015005001009015018 3305.78 015005001020015018
1 3305.78 015005001020015018 7.20659 029001000025018008
1 7.20659 029001000025018008 168100.0 010006000023014001
1 168100.0 010006000023014001 2472.97 010006000015014001
1 2472.97 010006000015014001 7.20659 029001000025018008
1 7.20659 029001000025018008 169482.0 025002001001013018
1 169482.0 025002001001013018 141299.0 025002001021013018
1 141299.0 025002001021013018 7.20659 029001000025018008
1 7.20659 029001000025018008 1568550000.0 025001001003022001
1 1568550000.0 025001001003022001 7523.91 025003001003022001
1 7523.91 025003001003022001 7.20659 029001000025018008
1 7.20659 029001000025018008 7634.915 011000000004014001
1 7634.915 011000000004014001 7634.915 011000000004014001
1 7634.915 011000000004014001 7.20659 029001000025018008
1 7.20659 029001000025018008 135.567 003002000012022002
1 135.567 003002000012022002 9.91468 004002000012022002
1 9.91468 004002000012022002 7.20659 029001000025018008
1 7.20659 029001000025018008 1375.01 007000000015001006
1 1375.01 007000000015001006 402.496 007000000011001006
1 402.496 007000000011001006 7.20659 029001000025018008
1 7.20659 029001000025018008 5595930000.0 028002001004007002
1 5595930000.0 028002001004007002 189726.0 028002002004007002
1 189726.0 028002002004007002 7.20659 029001000025018008
1 7.20659 029001000025018008 23810.0 007000000004018006
1 23810.0 007000000004018006 23810.0 007000000004018006
1 23810.0 007000000004018006 7.20659 029001000025018008
1 7.20659 029001000025018008 480.022 020000000012020008
1 480.022 020000000012020008 120.202 020000000012020009
1 120.202 020000000012020009 7.20659 029001000025018008
1 7.20659 029001000025018008 1460.14 003004002023023001
1 1460.14 003004002023023001 382.993 003004002023023013
1 382.993 003004002023023013 7.20659 029001000025018008
1 7.20659 029001000025018008 5590380000.0 020002002015011001
1 5590380000.0 020002002015011001 6832.32 020002001015011001
1 6832.32 020002001015011001 7.20659 029001000025018008
1 7.20659 029001000025018008 2197400000000.0 008004000012001003
1 2197400000000.0 008004000012001003 264593.0 008004000012001007
1 264593.0 008004000012001007 7.20659 029001000025018008
1 7.20659 029001000025018008 151.792 007004001003001004
1 151.792 007004001003001004 7.20659 029001000025018008
1 7.20659 029001000025018008 9.91468 004002000012022002
1 9.91468 004002000012022002 4225.97 029000000001001001
1 4225.97 029000000001001001 58.6939 029000000001001010
1 58.6939 029000000001001010 7.20659 029001000025018008
