Run Fitness1 Solution1 Fitness2 Solution2
1 4487460.0 071004000041039023 2685400.0 071001000041039023
1 2685400.0 071001000041039023 95.6993 008000001037009016
1 95.6993 008000001037009016 32101100.0 071006001044044002
1 32101100.0 071006001044044002 32101100.0 071006001044044002
1 32101100.0 071006001044044002 95.6993 008000001037009016
1 95.6993 008000001037009016 16236.4 071004002000022009
1 16236.4 071004002000022009 16.9602 071004002000022041
1 16.9602 071004002000022041 95.6993 008000001037009016
1 95.6993 008000001037009016 32386.6 016001001026040004
1 32386.6 016001001026040004 168.49 016001001031040004
1 168.49 016001001031040004 16.9602 071004002000022041
1 16.9602 071004002000022041 1368.38 046001000039022023
1 1368.38 046001000039022023 80.0664 046001000023022023
1 80.0664 046001000023022023 16.9602 071004002000022041
1 16.9602 071004002000022041 37683800.0 020002000005029009
1 37683800.0 020002000005029009 6105.44 020000000005029009
1 6105.44 020000000005029009 16.9602 071004002000022041
1 16.9602 071004002000022041 855514.0 008004000014028019
1 855514.0 008004000014028019 523845.0 010004000014028019
1 523845.0 010004000014028019 16.9602 071004002000022041
1 16.9602 071004002000022041 242336.0 004002002018014002
1 242336.0 004002002018014002 17443.8 004002002041014002
1 17443.8 004002002041014002 16.9602 071004002000022041
1 16.9602 071004002000022041 268949.0 046000000042017023
1 268949.0 046000000042017023 641.589 028000000042017023
1 641.589 028000000042017023 16.9602 071004002000022041
1 16.9602 071004002000022041 310221.0 011005001011044041
1 310221.0 011005001011044041 30287.6 011005001011044004
1 30287.6 011005001011044004 16.9602 071004002000022041
1 16.9602 071004002000022041 917544.0 011001002024044007
1 917544.0 011001002024044007 914430.0 011001002024044018
1 914430.0 011001002024044018 16.9602 071004002000022041
1 16.9602 071004002000022041 7325350.0 040002001014025023
1 7325350.0 040002001014025023 957419.0 040002000014025023
1 957419.0 040002000014025023 16.9602 071004002000022041
1 16.9602 071004002000022041 71045200.0 016006000011041017
1 71045200.0 016006000011041017 9312.19 016006000011041025
1 9312.19 016006000011041025 16.9602 071004002000022041
1 16.9602 071004002000022041 15848.2 016004002041034024
1 15848.2 016004002041034024 16.9602 071004002000022041
1 16.9602 071004002000022041 80.0664 046001000023022023
1 80.0664 046001000023022023 82.1574 002001002024004012
